invoice_number,date,cuin,vendor_name,vendor_address,vendor_contact,po_number,delivery_note_challan_number,sub_total,total_amount,currency,total_tax_amount,goods_services_details,tax_details,tax_id,vat_pin,source_file
36720,22-10-2024,KRAMW01 7202201016630,SHREEJI CHEMICALS LTD.,"Head Office: Nairobi: Shreeji House, Shreeji Road, Off Airport North Rd, Embakasi, P. O. Box 18291-00500, Nairobi, Kenya.
Telephone: +254 20 682 4152 / 153, Mobile: 0734 330033 / 0722 203281, Fax: +254 20 682 4007
Works: Nairobi: Wireless Tel: 020- 210 6759, 020- 210 6762, 020- 210 6771, Fax: 020 - 210 6755, Mlololongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 94007-80100, Mombasa, Miritini Area, Mombasa-Nairobi Highway
Works: Nairobi: Wireless Tel: +254 114516736, Email: info@shreejichemical. com, Mlolongo, Nairobi Mombasa Road,
Works: Mombasa: P.O. Box 26-80113, Mariakani - Kaloleni Road Kadzonzo, Mariakani Kilifi County
Wireless Tel: 020-2320319/22, +254- 709 921000, +254-717431379 Email: info@shreejicherical. com","+254 20 682 4152 / 153, 0734 330033 / 0722 203281, Fax: +254 20 682 4007, +254 114516736, info@shreejichemical. com, 020-2320319/22, +254- 709 921000, +254-717431379, info@shreejicherical. com",74331,SCL MRKN 005796,854000,990640,KES,136640,"[{'description': 'SALES - SODIUM SILICATE LIQUID', 'quantity': 28, 'unit_price': 0}]","[{'tax_type': 'V.A.T.', 'rate': None, 'amount': 136640.0}]",P051317393N,P051317393N,LS-36720.pdf
68135,01-10-2024,190276280000014000.00,MEGA PACK (K) LTD,"Stanley Mathenge Road, Industrial Area
P.O Box 3204 - 20100 Nakuru, Kenya",+254 73 7839008/703833954/700781800 | megapack@megaspingroup.com,24004078,1016852,117573.81,117573.81,KES,16217.08,"[{'description': 'PWANI - DIVA 24X200G (COMBINED VARIANTS)', 'quantity': 28, 'unit_price': 28460}, {'description': 'PWANI - WHITE WASH 12X800G GRADE 1', 'quantity': 31, 'unit_price': 31510}, {'description': 'WhiteWash Carton 800GMx12(Combined 24004078', 'quantity': 2131, 'unit_price': 0}]","[{'tax_type': 'VAT', 'rate': None, 'amount': 16217.08}]",P051237141X,P051237141X,MEGA PACK 68135.pdf
68294,07-10-2024,190276280000014000.00,MEGA PACK (K) LTD,"Stanley Mathenge Road, Industrial Area
P.O Box 3204 - 20100 Nakuru, Kenya",+254 73 7839008/703833954/700781800 | megapack@megaspingroup.com,24004603,38330,1614907.54,1873292.75,KES,258385.21,"[{'description': 'PWANI - FRESHFRY 12X1LT PCS 382 X 25 & 18 PCS', 'quantity': 9568, 'unit_price': 61.77}, {'description': 'PWANI - FRESH FRY 4X5LTRS WITH LF + SF PCS 0.0000 a', 'quantity': 0, 'unit_price': 0}, {'description': 'PWANI - FRESH FRY 4X5LTRS BOX PCS /|495 X 25 & 19 PCS', 'quantity': 12394, 'unit_price': 65.59}, {'description': 'PWANI - FRESH FRY 4XS5LTRS SF PCS 123 X 100 & 94 PC', 'quantity': 12394, 'unit_price': 6.11}, {'description': 'PWANI - FRESH FRY 4X5LTRS LF PCS 123 X 100 & 94 Pt', 'quantity': 12394, 'unit_price': 10.27}, {'description': 'PWANI - FRESHFRY 12X500MI. Pcs 8 X 25 PCS', 'quantity': 200, 'unit_price': 39.78}]","[{'tax_type': 'V.A.T', 'rate': None, 'amount': 258385.21}]",P051237141x,P051237141x,MEGA PACK 68294.pdf
68585,18-10-2024,190276280000014000.00,PWANI OIL PRODUCTS LTD,"Tel: 0709294000
Mobile: 0709294000
Email: procurement@pwani.net","Tel: 0709294000
Mobile: 0709294000
Email: procurement@pwani.net",24004603,gon7g0z_,660225.28,765861.32,KES,105636.04,"[{'description': 'PWANI - WHITE WASH 10X1KGS', 'quantity': 4991, 'unit_price': 36.03}, {'description': 'PWANI - WHITE WASH 48X175G', 'quantity': 15000, 'unit_price': 32.01}]","[{'tax_type': 'V.A.T', 'rate': None, 'amount': 105636.04}]",P051237141X,P051092185B,MEGA PACK 68585.pdf
109185,05-07-2024,KRAMW01 1202206039672,Sanpac Africa Ltd,"P O Box 20496 - 00200 Nairobi, Kenya
P O Box 87025 - 80100 Mombasa, Kenya","+254 (0)20 2112100/1/2/3, +254 (0)733 201 338, (0)722 201 338, (0)756 201 338
Email: sansales@sanpac.com",24002984,45556,316710,367383.6,KES,50673.6,"[{'description': 'Round Jerryean Yellow 20ltr 800gms', 'quantity': 1530, 'unit_price': 185.7}, {'description': 'Bung Cap & Gasket Sky Blue 10/20ltr', 'quantity': 1530, 'unit_price': 5.3}, {'description': 'Woven Bags for 20ltr 95 x 135', 'quantity': 255, 'unit_price': 96.0}]","[{'tax_type': 'Value Added Tax', 'rate': '16%', 'amount': 50673.6}]",P0005943160,P051092185B,SANPAC MA109185.pdf
109188,05-07-2024,KRAMWO1 1202206039672,Sanpac Africa Limited,"P O Box 20496 - 00200 Nairobi, Kenya
P O Box 87025 - 80100 Mombasa, Kenya","Tel: +254 (0)20 2112100/1/2/3
Cell : +254 (0)733 201 338, (0)722 201 338, (0)756 201 338
Email: sansales@sanpac.com",24002984,45562,199962,231955.92,KES,31993.92,"[{'description': 'Round Jerrycan Yellow 20itr 800gms', 'quantity': 966, 'unit_price': 185.7}, {'description': 'Bung Cap & Gasket Sky Blue 10/20ltr', 'quantity': 966, 'unit_price': 5.3}, {'description': 'Woven Bags for 20Itr 95 x 135', 'quantity': 16, 'unit_price': 96.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 31993.92}]",P0005943160,P051092185B,SANPAC MA109188.pdf
109229,10-07-2024,KRAMWO1 1202206039672,Sanpac Africa Ltd,"P O Box 20496 - 00200 Nairobi, Kenya
P O Box 87025 - 80100 Mombasa, Kenya","+254 (0)20 2112100/1/2/3, +254 (0)733 201 338, (0)722 201 338, (0)756 201 338
Email: sansales @ sanpac.com",24002984,45678,319194,370265.04,KES,51071.04,"[{'description': 'Round Jerrycan Yellow 20ltr 800gms', 'quantity': 1542, 'unit_price': 185.7}, {'description': 'Bung Cap & Gasket Sky Blue 10/20ltr', 'quantity': 1542, 'unit_price': 5.3}, {'description': 'Woven Bags for 20ltr 95 x 135', 'quantity': 257, 'unit_price': 96.0}]","[{'tax_type': 'Value Added Tax', 'rate': '16.00%', 'amount': 51071.04}]",P051092185B,70510921858,SANPAC MA109229.pdf
109250,15-07-2024,KRAMW01 1202206039672,Sanpac Africa Limited,"P O Box 20496 - 00200 Nairobi, Kenya
P O Box 87025 - 80100 Mombasa, Kenya","Tel: +254 (0)20 2112100/1/2/3
Cell : +254 (0)733 201 338, (0)722 201 338, (0)756 201 338
Email: sansales @sanpac.com",24002984,45782,452088,524422.08,KES,72334.08,"[{'description': 'Round Jerrycan Yellow 2oitr 808gms', 'quantity': 2184, 'unit_price': 185.7}, {'description': 'Bung Cap & Gasket Sky Blue', 'quantity': 2184, 'unit_price': 5.3}, {'description': 'Woven Bags for 20Itr 95 x 135', 'quantity': 864, 'unit_price': 96.0}]","[{'tax_type': 'Value Added Tax', 'rate': '16%', 'amount': 72334.08}]",P0005943160,P0005943160,SANPAC MA109250.pdf
109305,27-07-2024,KRAMW01 1202206039672,Sanpac Africa Ltd,"P O Box 20496 - 00200 Nairobi, Kenya
P O Box 87025 - 80100 Mombasa, Kenya","+254 (0)20 2112100/1/2/3, +254 (0)733 201 338, (0)722 201 338, (0)756 201 338
Email: sansales @ sanpac.com",24002984,46046,568980,660016.8,KES,91036.8,"[{'description': 'Round Jerryean Yellow 10ltr', 'quantity': 4360, 'unit_price': 118.8}, {'description': 'Bung Cap & Gasket Sky Blue', 'quantity': 4360, 'unit_price': 5.3}, {'description': 'Woven Bags for 10ltr', 'quantity': 4360, 'unit_price': 64.0}]","[{'tax_type': 'Value Added Tax', 'rate': '16%', 'amount': 91036.8}]",P0005943160,P051092185B,SANPAC MA109305.pdf
100089756,07-10-2024,KRAMWOT 1202206039289,SYNERGY GASES (K) LTD,"P.O. Box 83225-80100 Mombasa, Kenya
SYNERGY GASES (K) LIMITED
DELIVERY NOTE P.O. BOX 83225 80100 MOMBASA KENYA","Tel: (020) 2353331 (2/3 %
Fax: (020) 2353334 Mob: +254 735 822333 / 711 435333
TEL: 0735822333 0711435333
Email: info@synergygases.com
Original EMAIL:ygasesmailer@gmail.com",24004564,S1s2178,3500,4060,KES,560,"[{'description': 'industrial oxygen 6.0m3', 'quantity': 5, 'unit_price': 700.0}]","[{'tax_type': 'VAT', 'rate': '16%', 'amount': 560.0}]",,PO51197854M,SYNERGY 100089756.pdf
100089757,07-10-2024,KRAM WOT T202¢ 206039289,SYNERGY GASES (K) LIMITED,P.O. BOX 83225 80100 MOMBASA KENYA,"Tel: (020) 2353331 /2/3, Fax: (020) 2353334, Mob: +254 735 822333 / 711 435333, TEL: 0735822333 0711435333, EMAIL:ygasesmailer@gmail.com",24003928,5182177,6264,,KES,,"[{'description': 'industrial by', 'quantity': 2, 'unit_price': 700.0}, {'description': 'industrial i. ir ae Hh', 'quantity': 4, 'unit_price': 1000.0}, {'description': 'industrial oxygen 6.0m3', 'quantity': 2, 'unit_price': 0}, {'description': 'industrial nitrogen 6.0m3', 'quantity': 5, 'unit_price': 0}]",[],POSL197854M,POSLO92185B,SYNERGY 100089757.pdf
100090197,19-10-2024,KRAMWOl 1202 206089289,SYNERGY GASES (K) LTD,"P.O. Box 83225-80100 Mombasa, Kenya!
Fax: (020) 2353334 Mob: +254 735 822333 / 711 435333","Tel: (020) 2353331 /2/3
Email: info@synergygases.com",24004504,5183012,3500,760,KES,,"[{'description': 'industrial oxygen 6.0m3', 'quantity': 5, 'unit_price': 700}, {'description': 'Dissolved acatyvlene 6,0nm3', 'quantity': 5, 'unit_price': 0}]",[],,POS119785¢M,SYNERGY 100090197.pdf
100090220,22-10-2024,KRAMMAOT 1 202206039289,SYNERGY GASES (K) LIMITED,"P.O. Box 83225-80100 Mombasa, Kenya","Tel: (020) 2353331 /2/3 * Fax: (020) 2353334 Mob: +254 735 822333 / 711 435333
Email: info@synergygases.com Web: www.synergygases.com",24003928,5183060,22000,32480,KES,,"[{'description': 'High Purity Argon 7. oM3', 'quantity': 2, 'unit_price': 14000.0}]",[],,POSLI97854M,SYNERGY 100090220.pdf
